,time,revenus,r/c,accept_ratio
11950,11950,325676,0.810,0.7772108843537415
11951,11951,325676,0.810,0.7772108843537415
11952,11952,325676,0.810,0.7772108843537415
11953,11953,325676,0.810,0.7772108843537415
11954,11954,325939,0.810,0.7775891341256367
11955,11955,325939,0.810,0.7775891341256367
11956,11956,325939,0.810,0.7775891341256367
11957,11957,325939,0.810,0.7775891341256367
11958,11958,325939,0.810,0.7775891341256367
11959,11959,325939,0.810,0.7775891341256367
11960,11960,325939,0.810,0.7775891341256367
11961,11961,325939,0.810,0.7775891341256367
11962,11962,325939,0.810,0.7775891341256367
11963,11963,325939,0.810,0.7775891341256367
11964,11964,325939,0.810,0.7775891341256367
11965,11965,325939,0.810,0.7775891341256367
11966,11966,325939,0.810,0.7775891341256367
11967,11967,325939,0.810,0.7775891341256367
11968,11968,325939,0.810,0.7775891341256367
11969,11969,325939,0.810,0.7775891341256367
11970,11970,325939,0.810,0.7775891341256367
11971,11971,325939,0.810,0.7775891341256367
11972,11972,325939,0.810,0.7775891341256367
11973,11973,325939,0.810,0.7775891341256367
11974,11974,325939,0.810,0.7775891341256367
11975,11975,325939,0.810,0.7775891341256367
11976,11976,326694,0.810,0.7779661016949152
11977,11977,326694,0.810,0.7779661016949152
11978,11978,326694,0.810,0.7779661016949152
11979,11979,326694,0.810,0.7779661016949152
11980,11980,326694,0.810,0.7779661016949152
11981,11981,326694,0.810,0.7779661016949152
11982,11982,326694,0.810,0.7779661016949152
11983,11983,326694,0.810,0.7779661016949152
11984,11984,326694,0.810,0.7779661016949152
11985,11985,326694,0.810,0.7779661016949152
11986,11986,326694,0.810,0.7779661016949152
11987,11987,326694,0.810,0.7779661016949152
11988,11988,326694,0.810,0.7779661016949152
11989,11989,326694,0.810,0.7779661016949152
11990,11990,326694,0.810,0.7779661016949152
11991,11991,326694,0.810,0.7779661016949152
11992,11992,326694,0.810,0.7779661016949152
11993,11993,326694,0.810,0.7779661016949152
11994,11994,326694,0.810,0.7779661016949152
11995,11995,326694,0.810,0.7779661016949152
11996,11996,326694,0.810,0.7779661016949152
11997,11997,326694,0.810,0.7779661016949152
11998,11998,326694,0.810,0.7779661016949152
11999,11999,326694,0.810,0.7779661016949152
12000,12000,327914,0.809,0.7783417935702199
12001,12001,327914,0.809,0.7783417935702199
12002,12002,327914,0.809,0.7783417935702199
12003,12003,327914,0.809,0.7783417935702199
12004,12004,327914,0.809,0.7783417935702199
12005,12005,327914,0.809,0.7783417935702199
12006,12006,327914,0.809,0.7783417935702199
12007,12007,327914,0.809,0.7783417935702199
12008,12008,327914,0.809,0.7783417935702199
12009,12009,327914,0.809,0.7783417935702199
12010,12010,327914,0.809,0.7783417935702199
12011,12011,327914,0.809,0.7783417935702199
12012,12012,327914,0.809,0.7783417935702199
12013,12013,327914,0.809,0.7783417935702199
12014,12014,327914,0.809,0.7783417935702199
12015,12015,327914,0.809,0.7783417935702199
12016,12016,327914,0.809,0.7783417935702199
12017,12017,327914,0.809,0.7783417935702199
12018,12018,327914,0.809,0.7783417935702199
12019,12019,327914,0.809,0.7783417935702199
12020,12020,327914,0.809,0.7783417935702199
12021,12021,327914,0.809,0.777027027027027
12022,12022,327914,0.809,0.777027027027027
12023,12023,327914,0.809,0.777027027027027
12024,12024,327914,0.809,0.777027027027027
12025,12025,327914,0.809,0.777027027027027
12026,12026,327914,0.809,0.777027027027027
12027,12027,327914,0.809,0.777027027027027
12028,12028,327914,0.809,0.777027027027027
12029,12029,327914,0.809,0.777027027027027
12030,12030,327914,0.809,0.777027027027027
12031,12031,327914,0.809,0.777027027027027
12032,12032,327914,0.809,0.777027027027027
12033,12033,327914,0.809,0.777027027027027
12034,12034,327914,0.809,0.777027027027027
12035,12035,327914,0.809,0.777027027027027
12036,12036,327914,0.809,0.777027027027027
12037,12037,327914,0.809,0.777027027027027
12038,12038,327914,0.809,0.777027027027027
12039,12039,327914,0.809,0.777027027027027
12040,12040,327914,0.809,0.777027027027027
12041,12041,327914,0.809,0.777027027027027
12042,12042,328913,0.808,0.7774030354131535
12043,12043,328913,0.808,0.7774030354131535
12044,12044,328913,0.808,0.7774030354131535
12045,12045,328913,0.808,0.7774030354131535
12046,12046,328913,0.808,0.7774030354131535
12047,12047,328913,0.808,0.7774030354131535
12048,12048,328913,0.808,0.7774030354131535
12049,12049,328913,0.808,0.7774030354131535
12050,12050,328913,0.808,0.7774030354131535
12051,12051,328913,0.808,0.7774030354131535
12052,12052,328913,0.808,0.7774030354131535
12053,12053,328913,0.808,0.7774030354131535
12054,12054,328913,0.808,0.7774030354131535
12055,12055,328913,0.808,0.7774030354131535
12056,12056,328913,0.808,0.7774030354131535
12057,12057,328913,0.808,0.7774030354131535
12058,12058,328913,0.808,0.7774030354131535
12059,12059,329027,0.808,0.7777777777777778
12060,12060,329027,0.808,0.7777777777777778
12061,12061,329027,0.808,0.7777777777777778
12062,12062,329027,0.808,0.7777777777777778
12063,12063,329027,0.808,0.7777777777777778
12064,12064,329027,0.808,0.7777777777777778
12065,12065,329027,0.808,0.7777777777777778
12066,12066,329027,0.808,0.7777777777777778
12067,12067,329027,0.808,0.7777777777777778
12068,12068,329027,0.808,0.7777777777777778
12069,12069,329027,0.808,0.7777777777777778
12070,12070,329027,0.808,0.7777777777777778
12071,12071,329027,0.808,0.7777777777777778
12072,12072,329027,0.808,0.7777777777777778
12073,12073,329027,0.808,0.7777777777777778
12074,12074,329117,0.808,0.7781512605042017
12075,12075,329117,0.808,0.7781512605042017
12076,12076,329117,0.808,0.7781512605042017
12077,12077,329117,0.808,0.7781512605042017
12078,12078,329117,0.808,0.7781512605042017
12079,12079,329117,0.808,0.7781512605042017
12080,12080,329117,0.808,0.7781512605042017
12081,12081,329117,0.808,0.7781512605042017
12082,12082,329117,0.808,0.7781512605042017
12083,12083,329117,0.808,0.7781512605042017
12084,12084,329117,0.808,0.7781512605042017
12085,12085,329117,0.808,0.7781512605042017
12086,12086,329117,0.808,0.7781512605042017
12087,12087,329117,0.808,0.7781512605042017
12088,12088,329117,0.808,0.7781512605042017
12089,12089,329117,0.808,0.7781512605042017
12090,12090,329117,0.808,0.7781512605042017
12091,12091,329117,0.808,0.7781512605042017
12092,12092,329117,0.808,0.7781512605042017
12093,12093,330001,0.808,0.7785234899328859
12094,12094,330001,0.808,0.7785234899328859
12095,12095,330001,0.808,0.7785234899328859
12096,12096,330001,0.808,0.7785234899328859
12097,12097,330001,0.808,0.7785234899328859
12098,12098,330001,0.808,0.7785234899328859
12099,12099,330001,0.808,0.7785234899328859
12100,12100,330001,0.808,0.7785234899328859
12101,12101,330001,0.808,0.7785234899328859
12102,12102,330001,0.808,0.7785234899328859
12103,12103,330001,0.808,0.7785234899328859
12104,12104,330001,0.808,0.7785234899328859
12105,12105,330001,0.808,0.7785234899328859
12106,12106,330001,0.808,0.7785234899328859
12107,12107,330001,0.808,0.7785234899328859
12108,12108,330001,0.808,0.7785234899328859
12109,12109,330001,0.808,0.7785234899328859
12110,12110,330001,0.808,0.7785234899328859
12111,12111,330001,0.808,0.7785234899328859
12112,12112,330001,0.808,0.7785234899328859
12113,12113,330174,0.808,0.7788944723618091
12114,12114,330174,0.808,0.7788944723618091
12115,12115,330174,0.808,0.7788944723618091
12116,12116,330174,0.808,0.7788944723618091
12117,12117,330174,0.808,0.7788944723618091
12118,12118,330174,0.808,0.7788944723618091
12119,12119,330174,0.808,0.7788944723618091
12120,12120,330174,0.808,0.7788944723618091
12121,12121,330174,0.808,0.7788944723618091
12122,12122,330174,0.808,0.7788944723618091
12123,12123,330174,0.808,0.7788944723618091
12124,12124,330174,0.808,0.7788944723618091
12125,12125,330174,0.808,0.7788944723618091
12126,12126,330174,0.808,0.7788944723618091
12127,12127,330174,0.808,0.7788944723618091
12128,12128,330174,0.808,0.7788944723618091
12129,12129,330174,0.808,0.7788944723618091
12130,12130,330174,0.808,0.7788944723618091
12131,12131,330174,0.808,0.7788944723618091
12132,12132,330560,0.808,0.7792642140468228
12133,12133,330560,0.808,0.7792642140468228
12134,12134,330560,0.808,0.7792642140468228
12135,12135,330560,0.808,0.7792642140468228
12136,12136,330560,0.808,0.7792642140468228
12137,12137,330560,0.808,0.7792642140468228
12138,12138,330560,0.808,0.7792642140468228
12139,12139,330560,0.808,0.7792642140468228
12140,12140,330560,0.808,0.7792642140468228
12141,12141,330560,0.808,0.7792642140468228
12142,12142,330560,0.808,0.7792642140468228
12143,12143,330560,0.808,0.7792642140468228
12144,12144,330560,0.808,0.7792642140468228
12145,12145,330560,0.808,0.7792642140468228
12146,12146,330560,0.808,0.7792642140468228
12147,12147,330560,0.808,0.7792642140468228
12148,12148,330560,0.808,0.7792642140468228
12149,12149,330560,0.808,0.7792642140468228
12150,12150,330560,0.808,0.7792642140468228
12151,12151,330560,0.808,0.7792642140468228
12152,12152,330560,0.808,0.7792642140468228
12153,12153,330560,0.808,0.7792642140468228
12154,12154,330560,0.808,0.7792642140468228
12155,12155,330560,0.808,0.7792642140468228
12156,12156,330560,0.808,0.7792642140468228
12157,12157,330560,0.808,0.7792642140468228
12158,12158,330560,0.808,0.7792642140468228
12159,12159,330560,0.808,0.7792642140468228
12160,12160,330560,0.808,0.7792642140468228
12161,12161,330560,0.808,0.7792642140468228
12162,12162,330560,0.808,0.7779632721202003
12163,12163,330560,0.808,0.7779632721202003
12164,12164,330560,0.808,0.7779632721202003
12165,12165,330560,0.808,0.7779632721202003
12166,12166,330560,0.808,0.7779632721202003
12167,12167,330560,0.808,0.7779632721202003
12168,12168,330560,0.808,0.7779632721202003
12169,12169,330560,0.808,0.7779632721202003
12170,12170,330560,0.808,0.7779632721202003
12171,12171,330560,0.808,0.7779632721202003
12172,12172,330560,0.808,0.7779632721202003
12173,12173,330560,0.808,0.7779632721202003
12174,12174,330560,0.808,0.7779632721202003
12175,12175,330560,0.808,0.7779632721202003
12176,12176,330560,0.808,0.7779632721202003
12177,12177,330560,0.808,0.7779632721202003
12178,12178,330560,0.808,0.7779632721202003
12179,12179,330560,0.808,0.7779632721202003
12180,12180,330560,0.808,0.7779632721202003
12181,12181,330560,0.808,0.7779632721202003
12182,12182,330560,0.808,0.7779632721202003
12183,12183,330953,0.807,0.7783333333333333
12184,12184,330953,0.807,0.7783333333333333
12185,12185,330953,0.807,0.7783333333333333
12186,12186,330953,0.807,0.7783333333333333
12187,12187,330953,0.807,0.7783333333333333
12188,12188,330953,0.807,0.7783333333333333
12189,12189,330953,0.807,0.7783333333333333
12190,12190,330953,0.807,0.7783333333333333
12191,12191,330953,0.807,0.7783333333333333
12192,12192,330953,0.807,0.7783333333333333
12193,12193,330953,0.807,0.7783333333333333
12194,12194,330953,0.807,0.7783333333333333
12195,12195,330953,0.807,0.7783333333333333
12196,12196,330953,0.807,0.7783333333333333
12197,12197,330953,0.807,0.7783333333333333
12198,12198,330953,0.807,0.7783333333333333
12199,12199,332365,0.808,0.778702163061564
12200,12200,332365,0.808,0.778702163061564
12201,12201,332365,0.808,0.778702163061564
12202,12202,332365,0.808,0.778702163061564
12203,12203,332365,0.808,0.778702163061564
12204,12204,332365,0.808,0.778702163061564
12205,12205,332365,0.808,0.778702163061564
12206,12206,332365,0.808,0.778702163061564
12207,12207,332365,0.808,0.778702163061564
12208,12208,332365,0.808,0.778702163061564
12209,12209,332365,0.808,0.778702163061564
12210,12210,332365,0.808,0.778702163061564
12211,12211,332365,0.808,0.778702163061564
12212,12212,332365,0.808,0.778702163061564
12213,12213,332365,0.808,0.778702163061564
12214,12214,332365,0.808,0.778702163061564
12215,12215,332365,0.808,0.778702163061564
12216,12216,332365,0.808,0.778702163061564
12217,12217,332365,0.808,0.778702163061564
12218,12218,332365,0.808,0.778702163061564
12219,12219,332365,0.808,0.778702163061564
12220,12220,332365,0.808,0.778702163061564
12221,12221,332365,0.808,0.778702163061564
12222,12222,332365,0.808,0.778702163061564
12223,12223,332365,0.808,0.778702163061564
12224,12224,332365,0.808,0.778702163061564
12225,12225,333681,0.808,0.7790697674418605
12226,12226,333681,0.808,0.7790697674418605
12227,12227,333681,0.808,0.7790697674418605
12228,12228,333681,0.808,0.7790697674418605
12229,12229,333681,0.808,0.7790697674418605
12230,12230,333681,0.808,0.7790697674418605
12231,12231,333681,0.808,0.7790697674418605
12232,12232,333681,0.808,0.7790697674418605
12233,12233,333681,0.808,0.7790697674418605
12234,12234,333681,0.808,0.7790697674418605
12235,12235,333681,0.808,0.7790697674418605
12236,12236,333681,0.808,0.7790697674418605
12237,12237,333681,0.808,0.7790697674418605
12238,12238,333681,0.808,0.7790697674418605
12239,12239,333681,0.808,0.7790697674418605
12240,12240,333681,0.808,0.7790697674418605
12241,12241,333681,0.808,0.7790697674418605
12242,12242,333681,0.808,0.7790697674418605
12243,12243,333681,0.808,0.7790697674418605
12244,12244,333681,0.808,0.7790697674418605
12245,12245,333681,0.808,0.7777777777777778
12246,12246,333681,0.808,0.7777777777777778
12247,12247,333681,0.808,0.7777777777777778
12248,12248,333681,0.808,0.7777777777777778
12249,12249,333681,0.808,0.7777777777777778
12250,12250,333681,0.808,0.7777777777777778
12251,12251,333681,0.808,0.7777777777777778
12252,12252,333681,0.808,0.7777777777777778
12253,12253,333681,0.808,0.7777777777777778
12254,12254,333681,0.808,0.7777777777777778
12255,12255,333681,0.808,0.7777777777777778
12256,12256,333681,0.808,0.7777777777777778
12257,12257,333681,0.808,0.7777777777777778
12258,12258,333681,0.808,0.7777777777777778
12259,12259,333681,0.808,0.7777777777777778
12260,12260,333681,0.808,0.7777777777777778
12261,12261,333681,0.808,0.7777777777777778
12262,12262,333681,0.808,0.7777777777777778
12263,12263,333681,0.808,0.7777777777777778
12264,12264,333681,0.808,0.7777777777777778
12265,12265,333681,0.808,0.7777777777777778
12266,12266,333681,0.808,0.7777777777777778
12267,12267,333681,0.808,0.7777777777777778
12268,12268,333681,0.808,0.7777777777777778
12269,12269,333681,0.808,0.7777777777777778
12270,12270,333681,0.808,0.7777777777777778
12271,12271,333681,0.808,0.7777777777777778
12272,12272,334721,0.808,0.7781456953642384
12273,12273,334721,0.808,0.7781456953642384
12274,12274,334721,0.808,0.7781456953642384
12275,12275,334721,0.808,0.7781456953642384
12276,12276,334721,0.808,0.7781456953642384
12277,12277,334721,0.808,0.7781456953642384
12278,12278,334721,0.808,0.7781456953642384
12279,12279,334721,0.808,0.7781456953642384
12280,12280,334721,0.808,0.7781456953642384
12281,12281,334721,0.808,0.7781456953642384
12282,12282,334721,0.808,0.7781456953642384
12283,12283,334721,0.808,0.7781456953642384
12284,12284,334721,0.808,0.7781456953642384
12285,12285,334721,0.808,0.7781456953642384
12286,12286,334721,0.808,0.7781456953642384
12287,12287,334721,0.808,0.7768595041322314
12288,12288,334721,0.808,0.7768595041322314
12289,12289,334721,0.808,0.7768595041322314
12290,12290,334721,0.808,0.7768595041322314
12291,12291,334721,0.808,0.7768595041322314
12292,12292,334721,0.808,0.7768595041322314
12293,12293,334721,0.808,0.7768595041322314
12294,12294,334721,0.808,0.7768595041322314
12295,12295,334721,0.808,0.7768595041322314
12296,12296,334721,0.808,0.7768595041322314
12297,12297,334721,0.808,0.7768595041322314
12298,12298,334721,0.808,0.7768595041322314
12299,12299,334721,0.808,0.7768595041322314
12300,12300,334721,0.808,0.7768595041322314
12301,12301,334721,0.808,0.7768595041322314
12302,12302,334721,0.808,0.7768595041322314
12303,12303,334721,0.808,0.7768595041322314
12304,12304,334721,0.808,0.7768595041322314
12305,12305,334721,0.808,0.7755775577557755
12306,12306,334721,0.808,0.7755775577557755
12307,12307,334721,0.808,0.7755775577557755
12308,12308,334721,0.808,0.7755775577557755
12309,12309,334721,0.808,0.7755775577557755
12310,12310,334721,0.808,0.7755775577557755
12311,12311,334721,0.808,0.7755775577557755
12312,12312,334721,0.808,0.7755775577557755
12313,12313,334721,0.808,0.7755775577557755
12314,12314,334721,0.808,0.7755775577557755
12315,12315,334721,0.808,0.7755775577557755
12316,12316,334721,0.808,0.7755775577557755
12317,12317,334721,0.808,0.7755775577557755
12318,12318,334721,0.808,0.7755775577557755
12319,12319,334721,0.808,0.7755775577557755
12320,12320,336088,0.808,0.7759472817133443
12321,12321,336088,0.808,0.7759472817133443
12322,12322,336088,0.808,0.7759472817133443
12323,12323,336088,0.808,0.7759472817133443
12324,12324,336088,0.808,0.7759472817133443
12325,12325,336088,0.808,0.7759472817133443
12326,12326,336088,0.808,0.7759472817133443
12327,12327,336088,0.808,0.7759472817133443
12328,12328,336088,0.808,0.7759472817133443
12329,12329,336088,0.808,0.7759472817133443
12330,12330,336088,0.808,0.7759472817133443
12331,12331,336088,0.808,0.7759472817133443
12332,12332,336088,0.808,0.7759472817133443
12333,12333,336088,0.808,0.7759472817133443
12334,12334,336088,0.808,0.7759472817133443
12335,12335,336088,0.808,0.7759472817133443
12336,12336,336088,0.808,0.7759472817133443
12337,12337,336088,0.808,0.7759472817133443
12338,12338,336088,0.808,0.7759472817133443
12339,12339,336088,0.808,0.7759472817133443
12340,12340,336088,0.808,0.7759472817133443
12341,12341,336088,0.808,0.774671052631579
12342,12342,336088,0.808,0.774671052631579
12343,12343,336088,0.808,0.774671052631579
12344,12344,336088,0.808,0.774671052631579
12345,12345,336088,0.808,0.774671052631579
12346,12346,336088,0.808,0.774671052631579
12347,12347,336088,0.808,0.774671052631579
12348,12348,336088,0.808,0.774671052631579
12349,12349,336088,0.808,0.774671052631579
12350,12350,336088,0.808,0.774671052631579
12351,12351,336088,0.808,0.774671052631579
12352,12352,336088,0.808,0.774671052631579
12353,12353,336088,0.808,0.774671052631579
12354,12354,336167,0.808,0.7750410509031199
12355,12355,336167,0.808,0.7750410509031199
12356,12356,336167,0.808,0.7750410509031199
12357,12357,336167,0.808,0.7750410509031199
12358,12358,336167,0.808,0.7750410509031199
12359,12359,336167,0.808,0.7750410509031199
12360,12360,336167,0.808,0.7750410509031199
12361,12361,336167,0.808,0.7750410509031199
12362,12362,336167,0.808,0.7750410509031199
12363,12363,336167,0.808,0.7750410509031199
12364,12364,336167,0.808,0.7750410509031199
12365,12365,336167,0.808,0.7750410509031199
12366,12366,336241,0.808,0.7754098360655738
12367,12367,336241,0.808,0.7754098360655738
12368,12368,336241,0.808,0.7754098360655738
12369,12369,336241,0.808,0.7754098360655738
12370,12370,336241,0.808,0.7754098360655738
12371,12371,336241,0.808,0.7754098360655738
12372,12372,336241,0.808,0.7754098360655738
12373,12373,336241,0.808,0.7754098360655738
12374,12374,336241,0.808,0.7754098360655738
12375,12375,336241,0.808,0.7754098360655738
12376,12376,336241,0.808,0.7754098360655738
12377,12377,336241,0.808,0.7754098360655738
12378,12378,336241,0.808,0.7754098360655738
12379,12379,336241,0.808,0.7754098360655738
12380,12380,336241,0.808,0.7754098360655738
12381,12381,336241,0.808,0.7754098360655738
12382,12382,336241,0.808,0.7754098360655738
12383,12383,336241,0.808,0.7754098360655738
12384,12384,336241,0.808,0.7754098360655738
12385,12385,336241,0.808,0.7754098360655738
12386,12386,336241,0.808,0.7754098360655738
12387,12387,336241,0.808,0.7754098360655738
12388,12388,336241,0.808,0.7754098360655738
12389,12389,336241,0.808,0.7754098360655738
12390,12390,336241,0.808,0.7754098360655738
12391,12391,336241,0.808,0.7754098360655738
12392,12392,336241,0.808,0.7754098360655738
12393,12393,336241,0.808,0.7754098360655738
12394,12394,336241,0.808,0.7754098360655738
12395,12395,336241,0.808,0.7741407528641571
12396,12396,336241,0.808,0.7741407528641571
12397,12397,336241,0.808,0.7741407528641571
12398,12398,336241,0.808,0.7741407528641571
12399,12399,336241,0.808,0.7741407528641571
12400,12400,336241,0.808,0.7741407528641571
12401,12401,336241,0.808,0.7741407528641571
12402,12402,336241,0.808,0.7741407528641571
12403,12403,336241,0.808,0.7741407528641571
12404,12404,336241,0.808,0.7741407528641571
12405,12405,336241,0.808,0.7741407528641571
12406,12406,336241,0.808,0.7741407528641571
12407,12407,336241,0.808,0.7741407528641571
12408,12408,336241,0.808,0.7741407528641571
12409,12409,336241,0.808,0.7741407528641571
12410,12410,336241,0.808,0.7741407528641571
12411,12411,336241,0.808,0.7741407528641571
12412,12412,336241,0.808,0.7741407528641571
12413,12413,336420,0.808,0.7745098039215687
12414,12414,336420,0.808,0.7745098039215687
12415,12415,336420,0.808,0.7745098039215687
12416,12416,336420,0.808,0.7745098039215687
12417,12417,336420,0.808,0.7745098039215687
12418,12418,336420,0.808,0.7745098039215687
12419,12419,336420,0.808,0.7745098039215687
12420,12420,336420,0.808,0.7745098039215687
12421,12421,336420,0.808,0.7745098039215687
12422,12422,336420,0.808,0.7745098039215687
12423,12423,336420,0.808,0.7745098039215687
12424,12424,336420,0.808,0.7745098039215687
12425,12425,336420,0.808,0.7745098039215687
12426,12426,336420,0.808,0.7745098039215687
12427,12427,336420,0.808,0.7745098039215687
12428,12428,336420,0.808,0.7745098039215687
12429,12429,336420,0.808,0.7745098039215687
12430,12430,336420,0.808,0.7745098039215687
12431,12431,336420,0.808,0.7745098039215687
12432,12432,336420,0.808,0.7745098039215687
12433,12433,336420,0.808,0.7745098039215687
12434,12434,336420,0.808,0.7745098039215687
12435,12435,336420,0.808,0.7745098039215687
12436,12436,336627,0.808,0.7748776508972267
12437,12437,336627,0.808,0.7748776508972267
12438,12438,336627,0.808,0.7748776508972267
12439,12439,336627,0.808,0.7748776508972267
12440,12440,336627,0.808,0.7748776508972267
12441,12441,336627,0.808,0.7748776508972267
12442,12442,336627,0.808,0.7748776508972267
12443,12443,336627,0.808,0.7748776508972267
12444,12444,336627,0.808,0.7748776508972267
12445,12445,336627,0.808,0.7748776508972267
12446,12446,336627,0.808,0.7748776508972267
12447,12447,336627,0.808,0.7748776508972267
12448,12448,336627,0.808,0.7748776508972267
12449,12449,336627,0.808,0.7748776508972267
12450,12450,336627,0.808,0.7748776508972267
12451,12451,336627,0.808,0.7748776508972267
12452,12452,336627,0.808,0.7748776508972267
12453,12453,336627,0.808,0.7748776508972267
12454,12454,336627,0.808,0.7748776508972267
12455,12455,336627,0.808,0.7748776508972267
12456,12456,336627,0.808,0.7748776508972267
12457,12457,336627,0.808,0.7748776508972267
12458,12458,336627,0.808,0.7748776508972267
12459,12459,336627,0.808,0.7748776508972267
12460,12460,336627,0.808,0.7748776508972267
12461,12461,336627,0.808,0.7748776508972267
12462,12462,336627,0.808,0.7748776508972267
12463,12463,336627,0.808,0.7748776508972267
12464,12464,337240,0.808,0.7752442996742671
12465,12465,337240,0.808,0.7752442996742671
12466,12466,337240,0.808,0.7752442996742671
12467,12467,337240,0.808,0.7752442996742671
12468,12468,337240,0.808,0.7752442996742671
12469,12469,337240,0.808,0.7752442996742671
12470,12470,337240,0.808,0.7752442996742671
12471,12471,337240,0.808,0.7752442996742671
12472,12472,337240,0.808,0.7752442996742671
12473,12473,337240,0.808,0.7752442996742671
12474,12474,337240,0.808,0.7752442996742671
12475,12475,337240,0.808,0.7752442996742671
12476,12476,337240,0.808,0.7752442996742671
12477,12477,337240,0.808,0.7752442996742671
12478,12478,337240,0.808,0.7752442996742671
12479,12479,337240,0.808,0.7752442996742671
12480,12480,337240,0.808,0.7752442996742671
12481,12481,337240,0.808,0.7752442996742671
12482,12482,337240,0.808,0.7752442996742671
12483,12483,337240,0.808,0.7752442996742671
12484,12484,337240,0.808,0.7752442996742671
12485,12485,337950,0.807,0.775609756097561
12486,12486,337950,0.807,0.775609756097561
12487,12487,337950,0.807,0.775609756097561
12488,12488,337950,0.807,0.775609756097561
12489,12489,337950,0.807,0.775609756097561
12490,12490,337950,0.807,0.775609756097561
12491,12491,337950,0.807,0.775609756097561
12492,12492,337950,0.807,0.775609756097561
12493,12493,337950,0.807,0.775609756097561
12494,12494,337950,0.807,0.775609756097561
12495,12495,337950,0.807,0.775609756097561
12496,12496,337950,0.807,0.775609756097561
12497,12497,337950,0.807,0.775609756097561
12498,12498,337950,0.807,0.775609756097561
12499,12499,337950,0.807,0.775609756097561
12500,12500,337950,0.807,0.775609756097561
12501,12501,337950,0.807,0.775609756097561
12502,12502,337950,0.807,0.775609756097561
12503,12503,337950,0.807,0.775609756097561
12504,12504,337950,0.807,0.775609756097561
12505,12505,337950,0.807,0.775609756097561
12506,12506,337950,0.807,0.775609756097561
12507,12507,337950,0.807,0.775609756097561
12508,12508,337950,0.807,0.775609756097561
12509,12509,337950,0.807,0.7743506493506493
12510,12510,337950,0.807,0.7743506493506493
12511,12511,337950,0.807,0.7743506493506493
12512,12512,337950,0.807,0.7743506493506493
12513,12513,337950,0.807,0.7743506493506493
12514,12514,337950,0.807,0.7743506493506493
12515,12515,337950,0.807,0.7743506493506493
12516,12516,337950,0.807,0.7743506493506493
12517,12517,337950,0.807,0.7743506493506493
12518,12518,337950,0.807,0.7743506493506493
12519,12519,337950,0.807,0.7743506493506493
12520,12520,337950,0.807,0.7743506493506493
12521,12521,337950,0.807,0.7743506493506493
12522,12522,337950,0.807,0.7743506493506493
12523,12523,337950,0.807,0.7743506493506493
12524,12524,337950,0.807,0.7743506493506493
12525,12525,337950,0.807,0.7743506493506493
12526,12526,337950,0.807,0.7743506493506493
12527,12527,337950,0.807,0.7743506493506493
12528,12528,337950,0.807,0.7743506493506493
12529,12529,337950,0.807,0.7743506493506493
12530,12530,337950,0.807,0.7743506493506493
12531,12531,337950,0.807,0.7743506493506493
12532,12532,338148,0.807,0.7747163695299838
12533,12533,338148,0.807,0.7747163695299838
12534,12534,338148,0.807,0.7747163695299838
12535,12535,338148,0.807,0.7747163695299838
12536,12536,338148,0.807,0.7747163695299838
12537,12537,338148,0.807,0.7747163695299838
12538,12538,338148,0.807,0.7747163695299838
12539,12539,338148,0.807,0.7747163695299838
12540,12540,338148,0.807,0.7747163695299838
12541,12541,338148,0.807,0.7747163695299838
12542,12542,338148,0.807,0.7747163695299838
12543,12543,338148,0.807,0.7747163695299838
12544,12544,338148,0.807,0.7747163695299838
12545,12545,338148,0.807,0.7747163695299838
12546,12546,338148,0.807,0.7747163695299838
12547,12547,338148,0.807,0.7747163695299838
12548,12548,338148,0.807,0.7747163695299838
12549,12549,338148,0.807,0.7747163695299838
12550,12550,338228,0.807,0.7750809061488673
12551,12551,338228,0.807,0.7750809061488673
12552,12552,338228,0.807,0.7750809061488673
12553,12553,338228,0.807,0.7750809061488673
12554,12554,338228,0.807,0.7750809061488673
12555,12555,338228,0.807,0.7750809061488673
12556,12556,338228,0.807,0.7750809061488673
12557,12557,338228,0.807,0.7750809061488673
12558,12558,338228,0.807,0.7750809061488673
12559,12559,338228,0.807,0.7750809061488673
12560,12560,338228,0.807,0.7750809061488673
12561,12561,338228,0.807,0.7750809061488673
12562,12562,338228,0.807,0.7750809061488673
12563,12563,338228,0.807,0.7750809061488673
12564,12564,338228,0.807,0.7750809061488673
12565,12565,338228,0.807,0.7750809061488673
12566,12566,338228,0.807,0.7750809061488673
12567,12567,338228,0.807,0.7750809061488673
12568,12568,338228,0.807,0.7750809061488673
12569,12569,338228,0.807,0.7750809061488673
12570,12570,338228,0.807,0.7750809061488673
12571,12571,338228,0.807,0.7750809061488673
12572,12572,338228,0.807,0.7750809061488673
12573,12573,339113,0.808,0.7754442649434572
12574,12574,339113,0.808,0.7754442649434572
12575,12575,339113,0.808,0.7754442649434572
12576,12576,339113,0.808,0.7754442649434572
12577,12577,339113,0.808,0.7754442649434572
12578,12578,339113,0.808,0.7754442649434572
12579,12579,339113,0.808,0.7754442649434572
12580,12580,339113,0.808,0.7754442649434572
12581,12581,339113,0.808,0.7754442649434572
12582,12582,339113,0.808,0.7754442649434572
12583,12583,339113,0.808,0.7754442649434572
12584,12584,339113,0.808,0.7754442649434572
12585,12585,339113,0.808,0.7754442649434572
12586,12586,339113,0.808,0.7754442649434572
12587,12587,339113,0.808,0.7754442649434572
12588,12588,339113,0.808,0.7754442649434572
