,time,revenus,r/c,accept_ratio
4613,4613,139882,0.811,0.8354978354978355
4614,4614,139882,0.811,0.8354978354978355
4615,4615,139882,0.811,0.8354978354978355
4616,4616,139882,0.811,0.8354978354978355
4617,4617,139882,0.811,0.8354978354978355
4618,4618,139882,0.811,0.8354978354978355
4619,4619,139882,0.811,0.8354978354978355
4620,4620,139882,0.811,0.8354978354978355
4621,4621,139882,0.811,0.8354978354978355
4622,4622,139882,0.811,0.8354978354978355
4623,4623,139882,0.811,0.8354978354978355
4624,4624,139882,0.811,0.8354978354978355
4625,4625,139882,0.811,0.8354978354978355
4626,4626,139882,0.811,0.8354978354978355
4627,4627,140620,0.811,0.8362068965517241
4628,4628,140620,0.811,0.8362068965517241
4629,4629,140620,0.811,0.8362068965517241
4630,4630,140620,0.811,0.8362068965517241
4631,4631,140620,0.811,0.8362068965517241
4632,4632,140620,0.811,0.8362068965517241
4633,4633,140620,0.811,0.8362068965517241
4634,4634,140620,0.811,0.8362068965517241
4635,4635,140620,0.811,0.8362068965517241
4636,4636,140620,0.811,0.8362068965517241
4637,4637,140620,0.811,0.8362068965517241
4638,4638,140620,0.811,0.8362068965517241
4639,4639,140620,0.811,0.8362068965517241
4640,4640,140620,0.811,0.8362068965517241
4641,4641,140726,0.811,0.8369098712446352
4642,4642,140726,0.811,0.8369098712446352
4643,4643,140726,0.811,0.8369098712446352
4644,4644,140726,0.811,0.8369098712446352
4645,4645,140726,0.811,0.8369098712446352
4646,4646,140726,0.811,0.8369098712446352
4647,4647,140726,0.811,0.8369098712446352
4648,4648,140726,0.811,0.8369098712446352
4649,4649,140726,0.811,0.8369098712446352
4650,4650,140726,0.811,0.8369098712446352
4651,4651,140726,0.811,0.8369098712446352
4652,4652,140726,0.811,0.8369098712446352
4653,4653,140726,0.811,0.8369098712446352
4654,4654,140726,0.811,0.8369098712446352
4655,4655,140726,0.811,0.8369098712446352
4656,4656,140726,0.811,0.8369098712446352
4657,4657,140726,0.811,0.8369098712446352
4658,4658,140726,0.811,0.8369098712446352
4659,4659,140726,0.811,0.8369098712446352
4660,4660,140726,0.811,0.8333333333333334
4661,4661,140726,0.811,0.8333333333333334
4662,4662,140726,0.811,0.8333333333333334
4663,4663,140726,0.811,0.8333333333333334
4664,4664,140726,0.811,0.8333333333333334
4665,4665,140726,0.811,0.8333333333333334
4666,4666,140726,0.811,0.8333333333333334
4667,4667,140726,0.811,0.8333333333333334
4668,4668,140726,0.811,0.8333333333333334
4669,4669,140726,0.811,0.8333333333333334
4670,4670,140726,0.811,0.8333333333333334
4671,4671,140726,0.811,0.8333333333333334
4672,4672,140726,0.811,0.8333333333333334
4673,4673,140726,0.811,0.8333333333333334
4674,4674,140726,0.811,0.8333333333333334
4675,4675,140726,0.811,0.8333333333333334
4676,4676,140726,0.811,0.8333333333333334
4677,4677,140726,0.811,0.8333333333333334
4678,4678,140726,0.811,0.8333333333333334
4679,4679,140726,0.811,0.8333333333333334
4680,4680,140726,0.811,0.8333333333333334
4681,4681,140726,0.811,0.8333333333333334
4682,4682,140726,0.811,0.8333333333333334
4683,4683,141656,0.813,0.8340425531914893
4684,4684,141656,0.813,0.8340425531914893
4685,4685,141656,0.813,0.8340425531914893
4686,4686,141656,0.813,0.8340425531914893
4687,4687,141656,0.813,0.8340425531914893
4688,4688,141656,0.813,0.8340425531914893
4689,4689,141656,0.813,0.8340425531914893
4690,4690,141656,0.813,0.8340425531914893
4691,4691,141656,0.813,0.8340425531914893
4692,4692,141656,0.813,0.8340425531914893
4693,4693,141656,0.813,0.8340425531914893
4694,4694,141656,0.813,0.8340425531914893
4695,4695,141656,0.813,0.8340425531914893
4696,4696,141656,0.813,0.8340425531914893
4697,4697,141656,0.813,0.8340425531914893
4698,4698,141656,0.813,0.8340425531914893
4699,4699,141656,0.813,0.8340425531914893
4700,4700,141656,0.813,0.8340425531914893
4701,4701,141656,0.813,0.8340425531914893
4702,4702,141656,0.813,0.8340425531914893
4703,4703,142132,0.813,0.8347457627118644
4704,4704,142132,0.813,0.8347457627118644
4705,4705,142132,0.813,0.8347457627118644
4706,4706,142132,0.813,0.8347457627118644
4707,4707,142132,0.813,0.8347457627118644
4708,4708,142132,0.813,0.8347457627118644
4709,4709,142132,0.813,0.8347457627118644
4710,4710,142132,0.813,0.8347457627118644
4711,4711,142132,0.813,0.8347457627118644
4712,4712,142132,0.813,0.8347457627118644
4713,4713,142132,0.813,0.8347457627118644
4714,4714,142132,0.813,0.8347457627118644
4715,4715,142132,0.813,0.8347457627118644
4716,4716,142132,0.813,0.8347457627118644
4717,4717,142132,0.813,0.8347457627118644
4718,4718,142132,0.813,0.8347457627118644
4719,4719,142132,0.813,0.8347457627118644
4720,4720,142132,0.813,0.8347457627118644
4721,4721,142132,0.813,0.8347457627118644
4722,4722,142132,0.813,0.8312236286919831
4723,4723,142132,0.813,0.8312236286919831
4724,4724,142132,0.813,0.8312236286919831
4725,4725,142132,0.813,0.8312236286919831
4726,4726,142132,0.813,0.8312236286919831
4727,4727,142132,0.813,0.8312236286919831
4728,4728,142132,0.813,0.8312236286919831
4729,4729,142132,0.813,0.8312236286919831
4730,4730,142132,0.813,0.8312236286919831
4731,4731,142132,0.813,0.8312236286919831
4732,4732,142132,0.813,0.8312236286919831
4733,4733,142132,0.813,0.8312236286919831
4734,4734,142132,0.813,0.8312236286919831
4735,4735,142132,0.813,0.8312236286919831
4736,4736,142132,0.813,0.8312236286919831
4737,4737,142132,0.813,0.8312236286919831
4738,4738,142132,0.813,0.8312236286919831
4739,4739,142132,0.813,0.8277310924369747
4740,4740,142132,0.813,0.8277310924369747
4741,4741,142132,0.813,0.8277310924369747
4742,4742,142132,0.813,0.8277310924369747
4743,4743,142132,0.813,0.8277310924369747
4744,4744,142132,0.813,0.8277310924369747
4745,4745,142132,0.813,0.8277310924369747
4746,4746,142132,0.813,0.8277310924369747
4747,4747,142132,0.813,0.8277310924369747
4748,4748,142132,0.813,0.8277310924369747
4749,4749,142132,0.813,0.8277310924369747
4750,4750,142132,0.813,0.8277310924369747
4751,4751,142132,0.813,0.8277310924369747
4752,4752,142132,0.813,0.8277310924369747
4753,4753,142132,0.813,0.8277310924369747
4754,4754,142132,0.813,0.8277310924369747
4755,4755,142132,0.813,0.8277310924369747
4756,4756,142132,0.813,0.8277310924369747
4757,4757,142132,0.813,0.8277310924369747
4758,4758,143219,0.813,0.8284518828451883
4759,4759,143219,0.813,0.8284518828451883
4760,4760,143219,0.813,0.8284518828451883
4761,4761,143219,0.813,0.8284518828451883
4762,4762,143219,0.813,0.8284518828451883
4763,4763,143219,0.813,0.8284518828451883
4764,4764,143219,0.813,0.8284518828451883
4765,4765,143219,0.813,0.8284518828451883
4766,4766,143219,0.813,0.8284518828451883
4767,4767,143219,0.813,0.8284518828451883
4768,4768,143219,0.813,0.8284518828451883
4769,4769,143219,0.813,0.8284518828451883
4770,4770,143219,0.813,0.8284518828451883
4771,4771,143219,0.813,0.8284518828451883
4772,4772,143219,0.813,0.8284518828451883
4773,4773,143219,0.813,0.8284518828451883
4774,4774,143219,0.813,0.8284518828451883
4775,4775,143219,0.813,0.8284518828451883
4776,4776,143219,0.813,0.8284518828451883
4777,4777,143219,0.813,0.8284518828451883
4778,4778,143219,0.813,0.8284518828451883
4779,4779,143324,0.813,0.8291666666666667
4780,4780,143324,0.813,0.8291666666666667
4781,4781,143324,0.813,0.8291666666666667
4782,4782,143324,0.813,0.8291666666666667
4783,4783,143324,0.813,0.8291666666666667
4784,4784,143324,0.813,0.8291666666666667
4785,4785,143324,0.813,0.8291666666666667
4786,4786,143324,0.813,0.8291666666666667
4787,4787,143324,0.813,0.8291666666666667
4788,4788,143324,0.813,0.8291666666666667
4789,4789,143324,0.813,0.8291666666666667
4790,4790,143324,0.813,0.8291666666666667
4791,4791,143324,0.813,0.8291666666666667
4792,4792,143324,0.813,0.8291666666666667
4793,4793,143324,0.813,0.8291666666666667
4794,4794,143324,0.813,0.8291666666666667
4795,4795,143324,0.813,0.8291666666666667
4796,4796,143324,0.813,0.8291666666666667
4797,4797,143324,0.813,0.8291666666666667
4798,4798,143324,0.813,0.8291666666666667
4799,4799,143324,0.813,0.8291666666666667
4800,4800,143324,0.813,0.8291666666666667
4801,4801,143324,0.813,0.8291666666666667
4802,4802,143324,0.813,0.8291666666666667
4803,4803,143324,0.813,0.8291666666666667
4804,4804,143324,0.813,0.8291666666666667
4805,4805,143324,0.813,0.8291666666666667
4806,4806,143324,0.813,0.8257261410788381
4807,4807,143324,0.813,0.8257261410788381
4808,4808,143324,0.813,0.8257261410788381
4809,4809,143324,0.813,0.8257261410788381
4810,4810,143324,0.813,0.8257261410788381
4811,4811,143324,0.813,0.8257261410788381
4812,4812,143324,0.813,0.8257261410788381
4813,4813,143324,0.813,0.8257261410788381
4814,4814,143324,0.813,0.8257261410788381
4815,4815,143324,0.813,0.8257261410788381
4816,4816,143324,0.813,0.8257261410788381
4817,4817,143324,0.813,0.8257261410788381
4818,4818,143324,0.813,0.8257261410788381
4819,4819,143324,0.813,0.8257261410788381
4820,4820,143324,0.813,0.8257261410788381
4821,4821,143324,0.813,0.8257261410788381
4822,4822,143324,0.813,0.8257261410788381
4823,4823,143324,0.813,0.8257261410788381
4824,4824,143324,0.813,0.8257261410788381
4825,4825,143324,0.813,0.8257261410788381
4826,4826,143324,0.813,0.8257261410788381
4827,4827,143324,0.813,0.8257261410788381
4828,4828,143324,0.813,0.8257261410788381
4829,4829,143324,0.813,0.8257261410788381
4830,4830,143324,0.813,0.8223140495867769
4831,4831,143324,0.813,0.8223140495867769
4832,4832,143324,0.813,0.8223140495867769
4833,4833,143324,0.813,0.8223140495867769
4834,4834,143324,0.813,0.8223140495867769
4835,4835,143324,0.813,0.8223140495867769
4836,4836,143324,0.813,0.8223140495867769
4837,4837,143324,0.813,0.8223140495867769
4838,4838,143324,0.813,0.8223140495867769
4839,4839,143324,0.813,0.8223140495867769
4840,4840,143324,0.813,0.8223140495867769
4841,4841,143324,0.813,0.8223140495867769
4842,4842,143324,0.813,0.8223140495867769
4843,4843,143324,0.813,0.8223140495867769
4844,4844,143324,0.813,0.8223140495867769
4845,4845,143324,0.813,0.8223140495867769
4846,4846,143324,0.813,0.8189300411522634
4847,4847,143324,0.813,0.8189300411522634
4848,4848,143324,0.813,0.8189300411522634
4849,4849,143324,0.813,0.8189300411522634
4850,4850,143324,0.813,0.8189300411522634
4851,4851,143324,0.813,0.8189300411522634
4852,4852,143324,0.813,0.8189300411522634
4853,4853,143324,0.813,0.8189300411522634
4854,4854,143324,0.813,0.8189300411522634
4855,4855,143324,0.813,0.8189300411522634
4856,4856,143324,0.813,0.8189300411522634
4857,4857,143324,0.813,0.8189300411522634
4858,4858,143324,0.813,0.8189300411522634
4859,4859,143324,0.813,0.8189300411522634
4860,4860,143324,0.813,0.8189300411522634
4861,4861,143324,0.813,0.8189300411522634
4862,4862,143324,0.813,0.8189300411522634
4863,4863,143324,0.813,0.8189300411522634
4864,4864,143324,0.813,0.8189300411522634
4865,4865,143324,0.813,0.8189300411522634
4866,4866,143324,0.813,0.8189300411522634
4867,4867,143324,0.813,0.8189300411522634
4868,4868,143469,0.813,0.819672131147541
4869,4869,143469,0.813,0.819672131147541
4870,4870,143469,0.813,0.819672131147541
4871,4871,143469,0.813,0.819672131147541
4872,4872,143469,0.813,0.819672131147541
4873,4873,143469,0.813,0.819672131147541
4874,4874,143469,0.813,0.819672131147541
4875,4875,143469,0.813,0.819672131147541
4876,4876,143469,0.813,0.819672131147541
4877,4877,143469,0.813,0.819672131147541
4878,4878,143469,0.813,0.819672131147541
4879,4879,143469,0.813,0.819672131147541
4880,4880,143469,0.813,0.819672131147541
4881,4881,143469,0.813,0.819672131147541
4882,4882,143469,0.813,0.819672131147541
4883,4883,143469,0.813,0.819672131147541
4884,4884,143469,0.813,0.819672131147541
4885,4885,143576,0.813,0.8204081632653061
4886,4886,143576,0.813,0.8204081632653061
4887,4887,143576,0.813,0.8204081632653061
4888,4888,143576,0.813,0.8204081632653061
4889,4889,143576,0.813,0.8204081632653061
4890,4890,143576,0.813,0.8204081632653061
4891,4891,143576,0.813,0.8204081632653061
4892,4892,143576,0.813,0.8204081632653061
4893,4893,143576,0.813,0.8204081632653061
4894,4894,143576,0.813,0.8204081632653061
4895,4895,143576,0.813,0.8204081632653061
4896,4896,143576,0.813,0.8204081632653061
4897,4897,143576,0.813,0.8204081632653061
4898,4898,143576,0.813,0.8204081632653061
4899,4899,143576,0.813,0.8204081632653061
4900,4900,143576,0.813,0.8204081632653061
4901,4901,143576,0.813,0.8204081632653061
4902,4902,143576,0.813,0.8204081632653061
4903,4903,143576,0.813,0.8204081632653061
4904,4904,143576,0.813,0.8204081632653061
4905,4905,143851,0.812,0.8211382113821138
4906,4906,143851,0.812,0.8211382113821138
4907,4907,143851,0.812,0.8211382113821138
4908,4908,143851,0.812,0.8211382113821138
4909,4909,143851,0.812,0.8211382113821138
4910,4910,143851,0.812,0.8211382113821138
4911,4911,143851,0.812,0.8211382113821138
4912,4912,143851,0.812,0.8211382113821138
4913,4913,143851,0.812,0.8211382113821138
4914,4914,143851,0.812,0.8211382113821138
4915,4915,143851,0.812,0.8211382113821138
4916,4916,143851,0.812,0.8211382113821138
4917,4917,143851,0.812,0.8211382113821138
4918,4918,143851,0.812,0.8211382113821138
4919,4919,143851,0.812,0.8211382113821138
4920,4920,143851,0.812,0.8211382113821138
4921,4921,143851,0.812,0.8211382113821138
4922,4922,143851,0.812,0.8211382113821138
4923,4923,143851,0.812,0.8211382113821138
4924,4924,144263,0.812,0.8218623481781376
4925,4925,144263,0.812,0.8218623481781376
4926,4926,144263,0.812,0.8218623481781376
4927,4927,144263,0.812,0.8218623481781376
4928,4928,144263,0.812,0.8218623481781376
4929,4929,144263,0.812,0.8218623481781376
4930,4930,144263,0.812,0.8218623481781376
4931,4931,144263,0.812,0.8218623481781376
4932,4932,144263,0.812,0.8218623481781376
4933,4933,144263,0.812,0.8218623481781376
4934,4934,144263,0.812,0.8218623481781376
4935,4935,144263,0.812,0.8218623481781376
4936,4936,144263,0.812,0.8218623481781376
4937,4937,144263,0.812,0.8218623481781376
4938,4938,144263,0.812,0.8218623481781376
4939,4939,144899,0.813,0.8225806451612904
4940,4940,144899,0.813,0.8225806451612904
4941,4941,144899,0.813,0.8225806451612904
4942,4942,144899,0.813,0.8225806451612904
4943,4943,144899,0.813,0.8225806451612904
4944,4944,144899,0.813,0.8225806451612904
4945,4945,144899,0.813,0.8225806451612904
4946,4946,144899,0.813,0.8225806451612904
4947,4947,144899,0.813,0.8225806451612904
4948,4948,144899,0.813,0.8225806451612904
4949,4949,144899,0.813,0.8225806451612904
4950,4950,144899,0.813,0.8225806451612904
4951,4951,144899,0.813,0.8225806451612904
4952,4952,144899,0.813,0.8225806451612904
4953,4953,144899,0.813,0.8225806451612904
4954,4954,145223,0.813,0.8232931726907631
4955,4955,145223,0.813,0.8232931726907631
4956,4956,145223,0.813,0.8232931726907631
4957,4957,145223,0.813,0.8232931726907631
4958,4958,145223,0.813,0.8232931726907631
4959,4959,145223,0.813,0.8232931726907631
4960,4960,145223,0.813,0.8232931726907631
4961,4961,145223,0.813,0.8232931726907631
4962,4962,145223,0.813,0.8232931726907631
4963,4963,145223,0.813,0.8232931726907631
4964,4964,145223,0.813,0.8232931726907631
4965,4965,145223,0.813,0.8232931726907631
4966,4966,145223,0.813,0.8232931726907631
4967,4967,145223,0.813,0.8232931726907631
4968,4968,145223,0.813,0.8232931726907631
4969,4969,145223,0.813,0.8232931726907631
4970,4970,145223,0.813,0.8232931726907631
4971,4971,145223,0.813,0.8232931726907631
4972,4972,145223,0.813,0.8232931726907631
4973,4973,145223,0.813,0.8232931726907631
4974,4974,145223,0.813,0.8232931726907631
4975,4975,145223,0.813,0.8232931726907631
4976,4976,145223,0.813,0.8232931726907631
4977,4977,145223,0.813,0.8232931726907631
4978,4978,145223,0.813,0.8232931726907631
4979,4979,145653,0.813,0.824
4980,4980,145653,0.813,0.824
4981,4981,145653,0.813,0.824
4982,4982,145653,0.813,0.824
4983,4983,145653,0.813,0.824
4984,4984,145653,0.813,0.824
4985,4985,145653,0.813,0.824
4986,4986,145653,0.813,0.824
4987,4987,145653,0.813,0.824
4988,4988,145653,0.813,0.824
4989,4989,145653,0.813,0.824
4990,4990,145653,0.813,0.824
4991,4991,145653,0.813,0.824
4992,4992,145653,0.813,0.824
4993,4993,145653,0.813,0.824
4994,4994,145653,0.813,0.824
4995,4995,145653,0.813,0.824
4996,4996,145653,0.813,0.824
4997,4997,145653,0.813,0.824
4998,4998,145653,0.813,0.824
4999,4999,146338,0.813,0.8247011952191236
5000,5000,146338,0.813,0.8247011952191236
5001,5001,146338,0.813,0.8247011952191236
5002,5002,146338,0.813,0.8247011952191236
5003,5003,146338,0.813,0.8247011952191236
5004,5004,146338,0.813,0.8247011952191236
5005,5005,146338,0.813,0.8247011952191236
5006,5006,146338,0.813,0.8247011952191236
5007,5007,146338,0.813,0.8247011952191236
5008,5008,146338,0.813,0.8247011952191236
5009,5009,146338,0.813,0.8247011952191236
5010,5010,146338,0.813,0.8247011952191236
5011,5011,146338,0.813,0.8247011952191236
5012,5012,146338,0.813,0.8247011952191236
5013,5013,146338,0.813,0.8247011952191236
5014,5014,146338,0.813,0.8247011952191236
5015,5015,146338,0.813,0.8247011952191236
5016,5016,146338,0.813,0.8247011952191236
5017,5017,146338,0.813,0.8247011952191236
5018,5018,146338,0.813,0.8247011952191236
5019,5019,146338,0.813,0.8247011952191236
5020,5020,146338,0.813,0.8247011952191236
5021,5021,146338,0.813,0.8247011952191236
5022,5022,146338,0.813,0.8247011952191236
5023,5023,148124,0.813,0.8253968253968254
5024,5024,148124,0.813,0.8253968253968254
5025,5025,148124,0.813,0.8253968253968254
5026,5026,148124,0.813,0.8253968253968254
5027,5027,148124,0.813,0.8253968253968254
5028,5028,148124,0.813,0.8253968253968254
5029,5029,148124,0.813,0.8253968253968254
5030,5030,148124,0.813,0.8253968253968254
5031,5031,148124,0.813,0.8253968253968254
5032,5032,148124,0.813,0.8253968253968254
5033,5033,148124,0.813,0.8253968253968254
5034,5034,148124,0.813,0.8253968253968254
5035,5035,148124,0.813,0.8253968253968254
5036,5036,148124,0.813,0.8253968253968254
5037,5037,148124,0.813,0.8253968253968254
5038,5038,148124,0.813,0.8253968253968254
5039,5039,148124,0.813,0.8253968253968254
5040,5040,148158,0.813,0.8260869565217391
5041,5041,148158,0.813,0.8260869565217391
5042,5042,148158,0.813,0.8260869565217391
5043,5043,148158,0.813,0.8260869565217391
5044,5044,148158,0.813,0.8260869565217391
5045,5045,148158,0.813,0.8260869565217391
5046,5046,148158,0.813,0.8260869565217391
5047,5047,148158,0.813,0.8260869565217391
5048,5048,148158,0.813,0.8260869565217391
5049,5049,148158,0.813,0.8260869565217391
5050,5050,148158,0.813,0.8260869565217391
5051,5051,148158,0.813,0.8260869565217391
5052,5052,148158,0.813,0.8260869565217391
5053,5053,148158,0.813,0.8260869565217391
5054,5054,148158,0.813,0.8260869565217391
5055,5055,148158,0.813,0.8260869565217391
5056,5056,148158,0.813,0.8260869565217391
5057,5057,148158,0.813,0.8260869565217391
5058,5058,148158,0.813,0.8260869565217391
5059,5059,148158,0.813,0.8260869565217391
5060,5060,148158,0.813,0.8260869565217391
5061,5061,148158,0.813,0.8260869565217391
5062,5062,148158,0.813,0.8260869565217391
5063,5063,149288,0.814,0.8267716535433071
5064,5064,149288,0.814,0.8267716535433071
5065,5065,149288,0.814,0.8267716535433071
5066,5066,149288,0.814,0.8267716535433071
5067,5067,149288,0.814,0.8267716535433071
5068,5068,149288,0.814,0.8267716535433071
5069,5069,149288,0.814,0.8267716535433071
5070,5070,149288,0.814,0.8267716535433071
5071,5071,149288,0.814,0.8267716535433071
5072,5072,149288,0.814,0.8267716535433071
5073,5073,149288,0.814,0.8267716535433071
5074,5074,149288,0.814,0.8267716535433071
5075,5075,149288,0.814,0.8267716535433071
5076,5076,149288,0.814,0.8267716535433071
5077,5077,149288,0.814,0.8267716535433071
5078,5078,149288,0.814,0.8267716535433071
5079,5079,149288,0.814,0.8267716535433071
5080,5080,149288,0.814,0.8267716535433071
5081,5081,149288,0.814,0.8267716535433071
5082,5082,149288,0.814,0.8267716535433071
5083,5083,149288,0.814,0.8267716535433071
5084,5084,149288,0.814,0.8267716535433071
5085,5085,149288,0.814,0.8267716535433071
5086,5086,149288,0.814,0.8267716535433071
5087,5087,149419,0.814,0.8274509803921568
5088,5088,149419,0.814,0.8274509803921568
5089,5089,149419,0.814,0.8274509803921568
5090,5090,149419,0.814,0.8274509803921568
5091,5091,149419,0.814,0.8274509803921568
5092,5092,149419,0.814,0.8274509803921568
5093,5093,149419,0.814,0.8274509803921568
5094,5094,149419,0.814,0.8274509803921568
5095,5095,149419,0.814,0.8274509803921568
5096,5096,149419,0.814,0.8274509803921568
5097,5097,149419,0.814,0.8274509803921568
5098,5098,149419,0.814,0.8274509803921568
5099,5099,149419,0.814,0.8274509803921568
5100,5100,149419,0.814,0.8274509803921568
5101,5101,149419,0.814,0.8274509803921568
5102,5102,149419,0.814,0.8274509803921568
5103,5103,149419,0.814,0.8274509803921568
5104,5104,149419,0.814,0.8274509803921568
5105,5105,149419,0.814,0.8274509803921568
5106,5106,149419,0.814,0.8274509803921568
5107,5107,149783,0.814,0.828125
5108,5108,149783,0.814,0.828125
5109,5109,149783,0.814,0.828125
5110,5110,149783,0.814,0.828125
5111,5111,149783,0.814,0.828125
5112,5112,149783,0.814,0.828125
5113,5113,149783,0.814,0.828125
5114,5114,149783,0.814,0.828125
5115,5115,149783,0.814,0.828125
5116,5116,149783,0.814,0.828125
5117,5117,149783,0.814,0.828125
5118,5118,149783,0.814,0.828125
5119,5119,149783,0.814,0.828125
5120,5120,149783,0.814,0.828125
5121,5121,149783,0.814,0.828125
5122,5122,149783,0.814,0.828125
5123,5123,149783,0.814,0.828125
5124,5124,149783,0.814,0.828125
5125,5125,150228,0.815,0.8287937743190662
5126,5126,150228,0.815,0.8287937743190662
5127,5127,150228,0.815,0.8287937743190662
5128,5128,150228,0.815,0.8287937743190662
5129,5129,150228,0.815,0.8287937743190662
5130,5130,150228,0.815,0.8287937743190662
5131,5131,150228,0.815,0.8287937743190662
5132,5132,150228,0.815,0.8287937743190662
5133,5133,150228,0.815,0.8287937743190662
5134,5134,150228,0.815,0.8287937743190662
5135,5135,150228,0.815,0.8287937743190662
5136,5136,150228,0.815,0.8287937743190662
5137,5137,150228,0.815,0.8287937743190662
5138,5138,150228,0.815,0.8287937743190662
5139,5139,150228,0.815,0.8287937743190662
5140,5140,150228,0.815,0.8287937743190662
5141,5141,150228,0.815,0.8287937743190662
5142,5142,150228,0.815,0.8287937743190662
5143,5143,150228,0.815,0.8287937743190662
5144,5144,150228,0.815,0.8287937743190662
5145,5145,150228,0.815,0.8287937743190662
5146,5146,150228,0.815,0.8287937743190662
5147,5147,150228,0.815,0.8287937743190662
5148,5148,150228,0.815,0.8287937743190662
5149,5149,150228,0.815,0.8287937743190662
5150,5150,150228,0.815,0.8287937743190662
5151,5151,150228,0.815,0.8287937743190662
5152,5152,150228,0.815,0.8287937743190662
5153,5153,150228,0.815,0.8287937743190662
5154,5154,150228,0.815,0.8287937743190662
5155,5155,150228,0.815,0.8287937743190662
5156,5156,150228,0.815,0.8255813953488372
5157,5157,150228,0.815,0.8255813953488372
5158,5158,150228,0.815,0.8255813953488372
5159,5159,150228,0.815,0.8255813953488372
5160,5160,150228,0.815,0.8255813953488372
5161,5161,150228,0.815,0.8255813953488372
5162,5162,150228,0.815,0.8255813953488372
5163,5163,150228,0.815,0.8255813953488372
5164,5164,150228,0.815,0.8255813953488372
5165,5165,150228,0.815,0.8255813953488372
5166,5166,150228,0.815,0.8255813953488372
5167,5167,150228,0.815,0.8255813953488372
5168,5168,150228,0.815,0.8255813953488372
5169,5169,150228,0.815,0.8255813953488372
5170,5170,150228,0.815,0.8255813953488372
5171,5171,150228,0.815,0.8255813953488372
5172,5172,150228,0.815,0.8255813953488372
5173,5173,150228,0.815,0.8255813953488372
5174,5174,150228,0.815,0.8255813953488372
5175,5175,150228,0.815,0.8255813953488372
5176,5176,150228,0.815,0.8255813953488372
5177,5177,150228,0.815,0.8255813953488372
5178,5178,150228,0.815,0.8255813953488372
5179,5179,150852,0.815,0.8262548262548263
5180,5180,150852,0.815,0.8262548262548263
5181,5181,150852,0.815,0.8262548262548263
5182,5182,150852,0.815,0.8262548262548263
5183,5183,150852,0.815,0.8262548262548263
5184,5184,150852,0.815,0.8262548262548263
5185,5185,150852,0.815,0.8262548262548263
5186,5186,150852,0.815,0.8262548262548263
5187,5187,150852,0.815,0.8262548262548263
5188,5188,150852,0.815,0.8262548262548263
5189,5189,150852,0.815,0.8262548262548263
5190,5190,150852,0.815,0.8262548262548263
5191,5191,150999,0.815,0.8269230769230769
5192,5192,150999,0.815,0.8269230769230769
5193,5193,150999,0.815,0.8269230769230769
5194,5194,150999,0.815,0.8269230769230769
5195,5195,150999,0.815,0.8269230769230769
5196,5196,150999,0.815,0.8269230769230769
5197,5197,150999,0.815,0.8269230769230769
5198,5198,150999,0.815,0.8269230769230769
5199,5199,150999,0.815,0.8269230769230769
5200,5200,150999,0.815,0.8269230769230769
5201,5201,150999,0.815,0.8269230769230769
5202,5202,150999,0.815,0.8269230769230769
5203,5203,150999,0.815,0.8269230769230769
5204,5204,150999,0.815,0.8269230769230769
5205,5205,150999,0.815,0.8269230769230769
5206,5206,150999,0.815,0.8269230769230769
5207,5207,150999,0.815,0.8269230769230769
5208,5208,150999,0.815,0.8269230769230769
5209,5209,150999,0.815,0.8269230769230769
5210,5210,150999,0.815,0.8269230769230769
5211,5211,152048,0.816,0.8275862068965517
5212,5212,152048,0.816,0.8275862068965517
5213,5213,152048,0.816,0.8275862068965517
5214,5214,152048,0.816,0.8275862068965517
5215,5215,152048,0.816,0.8275862068965517
5216,5216,152048,0.816,0.8275862068965517
5217,5217,152048,0.816,0.8275862068965517
5218,5218,152048,0.816,0.8275862068965517
5219,5219,152048,0.816,0.8275862068965517
5220,5220,152048,0.816,0.8275862068965517
5221,5221,152048,0.816,0.8275862068965517
5222,5222,152048,0.816,0.8275862068965517
5223,5223,152048,0.816,0.8275862068965517
5224,5224,152048,0.816,0.8275862068965517
5225,5225,152048,0.816,0.8275862068965517
5226,5226,152048,0.816,0.8275862068965517
5227,5227,152048,0.816,0.8275862068965517
5228,5228,152048,0.816,0.8275862068965517
5229,5229,152048,0.816,0.8244274809160306
5230,5230,152048,0.816,0.8244274809160306
5231,5231,152048,0.816,0.8244274809160306
5232,5232,152048,0.816,0.8244274809160306
5233,5233,152048,0.816,0.8244274809160306
5234,5234,152048,0.816,0.8244274809160306
5235,5235,152048,0.816,0.8244274809160306
5236,5236,152048,0.816,0.8244274809160306
5237,5237,152048,0.816,0.8244274809160306
5238,5238,152048,0.816,0.8244274809160306
5239,5239,152048,0.816,0.8244274809160306
5240,5240,152048,0.816,0.8244274809160306
5241,5241,152048,0.816,0.8244274809160306
5242,5242,152048,0.816,0.8244274809160306
5243,5243,152048,0.816,0.8244274809160306
5244,5244,152048,0.816,0.8244274809160306
5245,5245,152048,0.816,0.8244274809160306
5246,5246,152048,0.816,0.8244274809160306
5247,5247,152048,0.816,0.8244274809160306
5248,5248,152048,0.816,0.8244274809160306
5249,5249,152048,0.816,0.8244274809160306
5250,5250,152048,0.816,0.8244274809160306
5251,5251,152048,0.816,0.8244274809160306
5252,5252,152048,0.816,0.8244274809160306
5253,5253,152048,0.816,0.8212927756653993
5254,5254,152048,0.816,0.8212927756653993
5255,5255,152048,0.816,0.8212927756653993
5256,5256,152048,0.816,0.8212927756653993
